label,description,tweets
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"RT @MintPressNews: TRENDING: Evidence Suggests US Soldiers Raped Boys In Front Of Their Mothers In #Iraq  https://t.co/LGnqWWfpbm

https://…"
,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.","RT @AFP: #BREAKING Pentagon acknowledges US killed 20 civilians in Iraq, Syria in five months"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@Abou_Naba_24 @Nassim886065021 l'EI a Lattaquié Genius
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,One of the clever counterintelligence tactics used by the British to fool the Nazi's: https://t.co/9YxaG2bNWf https://t.co/Fr8diqQ4r1
,,"Update in Daraa: Shuhada Yarmouk destroys two Sahwat tanks, one with a landmine &amp; second with a heat missile near the Sahem Dam."
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@Turkiiii_____ Mu'Tah, drugs,chicha and Shirk have destroyed their brain."
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","The progress of IS in the north of Aleppo and  the retreat of moderate factions is ""making Turkey angry"" .

https://t.co/6DxBtjAirn"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","@7layers_ perhaps they count them as terrorist, we never know with this corrupt military oligarchy of the Pentagon."
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",RT @IslamZebari: #Peshmerga Forces stand ready to help YPG Forces in west Kurdistan as soon as Mr. @masoud_barzani gives the order. https:/…
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"The failure of Ahrar as-Sham, FSA and others to take North Aleppo from ISIS despite help from US is angering Turkey: https://t.co/bSYWTJDIVc"
,,Breaking! Many killed/injured &amp; many vehicles destroyed from a rafidhi convoy after an explosive device detonated. https://t.co/5veoNCzakK
,,"Allah azza wa jal says in 8:36; ""they will spend it; then it will be for them a regret; then they will be overcome"""
,,"They will spend their money &amp; after that, the believers will have Victory."
,,US has spent over 7 billion in less than two years in their fight against Dawlah. https://t.co/TUXmkYj4x1
,,"بسم الله 

السلام عليكم

حسابنا الجديد 217

نسال الله الثبات والإخلاص"
,News of Maghreb and Mashreq,"RT @Iq2016Bgd: #يسألونك_عن_الإرهاب
طفلة سورية ناجية من القصف الجوي على أحد أحياء #حلب https://t.co/R58WQYKcz5"
,News of Maghreb and Mashreq,RT @p_vanostaeyen: In the new issue The Islamic State announces it has captured a Turkish soldier https://t.co/aB5RAEFNez
,,"@f_hosainy_f 
اخي هذا حسابها
توني رجعت وبلغت عني
Anya_sisi"
,News of Maghreb and Mashreq,По признаку бороды https://t.co/CyeOCTtLXK via @SvobodaRadio
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"Bismillah 
Acc number 58
Follow+Rt jzk
Third acc today subhanallah 😀 https://t.co/XhORsxKa4k"
,News of Maghreb and Mashreq,#Sinai IED explosion targeted Egyptian army M60 tank near as-Sydra area on the road between al-Arish and Rafahh
,News of Maghreb and Mashreq,#Sinai 1 Egyptian army recruit was killed &amp; 5 wounded after car accident in al-Masa’id neighborhood of al-Arish https://t.co/10kL2SA793
,News of Maghreb and Mashreq,"#Sinai Video from at-Tarabin neighborhood south of Sheikh Zuwaid

https://t.co/67NJ8QilA0"
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"I love getting suspended just so I can come back
So keep reporting me :)"
,News of Maghreb and Mashreq,Deir ez-Zor – Airstrikes on al-Bu Kamal have killed Khamis Said al-Matar and seven members of his family today
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"@OttomanAkh  don't need to create accounts, I already have them ready"
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,Wanted dead 👉 @J0SEPHST4LIN
,News of Maghreb and Mashreq,"RT @warreports: With burial of 6 more Afghans of #IRGC's Fatemiun brig in Iran(Tehran, Mashhad, Kashan) toll raised to 26 in 3days. https:/…"
,News of Maghreb and Mashreq,@wayf44rerr I think it is around 5th or 6th M60 tank
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @afren_kha: @Suspend_Me_fags
Support"
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,@afren_kha Jazakallahukhair
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"#Breaking
Eliminating at Least 10 Murtadin from the Murtad Army and Police in Separate Operations in North Sayna https://t.co/p6QPX24jaa"
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,#FreeSheikhOmarBakri https://t.co/fiEX5uAXz9
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @Abu296H: 💫💫💫NEW ACCOUNT💫💫💫

You become kafir like them
Abu Haleema
https://t.co/HTzzssWiPc"
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,RT @m10klashin: Bismillah
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,https://t.co/LRfFwhEJIN
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,Shias are kuffar !!!
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh","RT @Suspend_Me_fags: Bismillah 
Acc number 58
Follow+Rt jzk
Third acc today subhanallah 😀 https://t.co/XhORsxKa4k"
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh","10 of the Worst Terror Attacks by Extreme Christians and Far-Right White Men @alternet https://t.co/KFSEy2bzwe

About right here"
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",@Suspend_Me_fags schmucks is what they are.
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","A video Game editor had created video game, where the player is defending Europe from IS invasion in 2020.

https://t.co/EZ77D7sRK9"
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh","🚨Follow &amp; support🚨

@Abu296H ☝

Trolls be enraged 😠"
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh","Commando attack and martyrdom operation with explosive belt hits Peshmerga fighters in the Dumiz area of Sinjar city.

#Amaqagency"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@Bi_polaiire Qa'Qah mais bon c'est pas terrible si le petit habite dans un pays francophone
,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",The one who bows down to Allah'Ta'ālā can stand up to anything.
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,RT @Anonish66: This #Daeshbag really bragging about his number of account suspensions? @safety @support https://t.co/slIrnQI23N
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",While #Syria|n opposition awaits green light to down a SAA jet; this is #ISIS 2nd SAA jet downed since couple weeks https://t.co/aNfXTuK3QI
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @UmmLina96: ASSALAMU ALAIKUM, BACK AFTER SUSPENSION, FOLLOW &amp; SUPPORT :) :) https://t.co/mVVpc5TAGY"
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @9996Medina: When u fight against IS and they come to u thinking u are on their side 😂😂😂😂😂😂😂😂 #IsisSupportersAreDumbs https://t.co/DuB…"
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",RT @mutludc: Kurdish sources say regime has been arming supporters &amp; tribes for a while to start an Arab-Kurd fight in Qamishlo  https://t.…
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @anaksabilanaks2: Bismillahir Rahmanir Raheem.. 
Assalamo alaykom warahmatullah wa barakatu..  Back in seconds.. 😛😝

Hey u 🐷 👋 im Back h…"
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@morochuif Jenry fort
,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",@WarReporter1 @Abou_Naba_24 https://t.co/n35moEWAXB
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @htrddjt: بسم الله الرحمن الرحيم 
""وَاقْتُلُوهُمْ حَيْثُ ثَقِفْتُمُوهُمْ"" صدق الله العظيم
#UCC
 #افعلها_يامحمد_بن_سلمان https://t.co/gL5…"
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Reports that Faylaq Al Rahman Militants kidnapped a Number of Jaish Al Islam Fighters in Eastern #Ghouta
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @htrddjt: ""KSA"" DATABASE #DOWN
ISLAMIC STATE #WIN

SYSTEM DOWN
WE ARE "" UCC""
#PROTECT ISLAMIC STATE https://t.co/aJ6S9cqeNA"
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @alig1388: السفارة السلولية في مصر ..
.
#ذبحا https://t.co/bDdRp19L5p"
,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Who do you Support in #Qamishli
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @tati56555: #السفارة السلولية في #مصر
#ذبحااا
#UCC
الدولة الاسلامية
#سنقتلكم https://t.co/7CN1UiAHMa"
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @DriftOne127: As Salam Alaykum~ Back AGAIN! Please F0ll0w &amp; Retweet This Post!
Jazak'Allah Khair For Your 5upp0rt https://t.co/07DXTibPAb"
,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,"RT @htrddjt: السفارة السلولية في مصر ..
.
#ذبحا ✋
 #البدوي_الوصخ
 #افعلها_يامحمد_بن_سلمان
 #حمله_جيش_سبام_الدواعش https://t.co/Uy1cJFqVth"
